Code,名稱,網址,評分,餐點類型
d1ay,一手私藏世界紅茶 (嘉義民族店),/restaurant/d1ay/shou-si-cang-shi-jie-hong-cha-jia-yi-min-zu-dian,4.9 stars out of 5,飲料
ot54,cama café (嘉義垂楊店),/restaurant/ot54/cama-cafe-jia-yi-chui-yang-dian,5 stars out of 5,咖啡
bylt,瑪莉小館,/restaurant/bylt/ma-li-xiao-guan,4.2 stars out of 5,台式
f9n9,碳少年,/restaurant/f9n9/tan-shao-nian-f9n9,4.9 stars out of 5,小吃
z3wh,大滷俠台式麻辣燙(嘉義店),/restaurant/z3wh/da-lu-xia-tai-shi-ma-la-tang-jia-yi-dian,4.6 stars out of 5,小吃
b0wh,華龍粥,/restaurant/b0wh/hua-long-zhou,4.8 stars out of 5,台式
mh8d,舊市場蔡家米糕,/restaurant/mh8d/jiu-shi-chang-cai-jia-mi-gao,4.8 stars out of 5,台式
dqf4,玥達人手作可麗餅 (嘉義東門店),/restaurant/dqf4/yue-da-ren-shou-zuo-ke-li-bing-jia-yi-dong-men-dian,4.9 stars out of 5,甜點
elex,咕咕雞桶仔雞,/restaurant/elex/gu-gu-ji-tong-zi-ji,4.7 stars out of 5,台式
a47x,世賢烤鴨,/restaurant/a47x/shi-xian-kao-ya-a47x,4.8 stars out of 5,中式
z09e,宴御煙燻鴨,/restaurant/z09e/yan-yu-yan-xun-ya,未知,台式
a4ei,Fun Tower. 日式可麗餅,/restaurant/a4ei/fun-tower-ri-shi-ke-li-bing,4.9 stars out of 5,甜點
a3qo,億大利複合式餐廳,/restaurant/a3qo/yi-da-li-fu-he-shi-can-ting,4.7 stars out of 5,歐美
ym6g,莎麒早餐店,/restaurant/ym6g/sha-qi-zao-can-dian,5 stars out of 5,早餐
ad6f,忠珍 溫州大餛飩,/restaurant/ad6f/zhong-zhen-wen-zhou-da-hun-tun,4.8 stars out of 5,中式
y5i6,禾庄定食餐盒,/restaurant/y5i6/he-zhuang-ding-shi-can-he,5 stars out of 5,台式
odne,DiDaTea (嘉義垂楊店),/restaurant/odne/didatea-jia-yi-chui-yang-dian,4.9 stars out of 5,飲料
g1kb,辛鮮串串 (嘉義仁愛店),/restaurant/g1kb/xin-xian-chuan-chuan-jia-yi-ren-ai-dian,4.7 stars out of 5,小吃
e419,didi海鮮粥,/restaurant/e419/didihai-xian-zhou-e419,4.9 stars out of 5,台式
mk7l,名傳牛排館,/restaurant/mk7l/ming-chuan-niu-pai-guan-mk7l,4.7 stars out of 5,台式
e0jm,嘉義公園古早味麵食,/restaurant/e0jm/jia-yi-gong-yuan-gu-zao-wei-mian-shi,4.8 stars out of 5,台式
x82h,鑫霸食堂,/restaurant/x82h/xin-ba-shi-tang,4.9 stars out of 5,台式
xhj3,泰味小館,/restaurant/xhj3/tai-wei-xiao-guan,4.4 stars out of 5,東南亞
w094,甲霸鍋燒,/restaurant/w094/jia-ba-guo-shao,2.9 stars out of 5,台式
u6wj,焱鬼鍋燒專門店 (嘉義店),/restaurant/u6wj/yan-gui-guo-shao-zhuan-men-dian-jia-yi-dian,4.2 stars out of 5,日式
z3jl,一茶工房 (嘉義垂楊店),/restaurant/z3jl/cha-gong-fang-jia-yi-chui-yang-dian,4.7 stars out of 5,飲料
gedy,吃飽飽鍋燒炒泡麵,/restaurant/gedy/chi-bao-bao-guo-shao-chao-pao-mian,未知,台式
a2pg,成功81手工養生包子饅頭,/restaurant/a2pg/cheng-gong-81shou-gong-yang-sheng-bao-zi-man-tou,4.6 stars out of 5,小吃
nerp,鮮茶道 (嘉義林森東店),/restaurant/nerp/xian-cha-dao-jia-yi-lin-sen-dong-dian,4.8 stars out of 5,飲料
x8td,合家香魯軟骨飯,/restaurant/x8td/he-jia-xiang-lu-ruan-gu-fan,4.7 stars out of 5,台式
t6gw,發Q蔥油餅,/restaurant/t6gw/fa-qcong-you-bing,4.8 stars out of 5,小吃
jwmv,堂口麵館 (嘉義仁愛店),/restaurant/jwmv/tang-kou-mian-guan-jia-yi-ren-ai-dian,4.8 stars out of 5,台式
a1pk,奶爸乳飲．鬆餅專賣店,/restaurant/a1pk/nai-ba-ru-yin-song-bing-zhuan-mai-dian,4.8 stars out of 5,甜點
z1vo,強尼手作廚房,/restaurant/z1vo/qiang-ni-shou-zuo-chu-fang,4.8 stars out of 5,歐美
cwe7,HARITTS Donuts Coffee,/restaurant/cwe7/haritts-donuts-coffee,4.9 stars out of 5,甜點
xwrf,傳家牛排館,/restaurant/xwrf/chuan-jia-niu-pai-guan,4.8 stars out of 5,台式
ycxb,夯泰泰異國料理,/restaurant/ycxb/hang-tai-tai-yi-guo-liao-li,4.9 stars out of 5,東南亞
hb0r,苜見手工苜蓿芽捲 (嘉義仁愛店),/restaurant/hb0r/mu-jian-shou-gong-mu-su-ya-juan-jia-yi-ren-ai-dian,4.9 stars out of 5,健康餐
a2ra,憶湘埕愛玉店,/restaurant/a2ra/yi-xiang-cheng-ai-yu-dian,4.7 stars out of 5,飲料
zmav,好功夫港式燒臘快餐 (嘉義店),/restaurant/zmav/hao-gong-fu-gang-shi-shao-la-kuai-can-jia-yi-dian,4.6 stars out of 5,港式
gv6k,好食•健康弁當,/restaurant/gv6k/hao-shi-jian-kang-bian-dang-gv6k,4.9 stars out of 5,健康餐
jw5p,茶匠TOPTEA,/restaurant/jw5p/cha-jiang-toptea-jw5p,4.9 stars out of 5,飲料
xka0,多那之 (嘉義民國店),/restaurant/xka0/duo-na-zhi-jia-yi-min-guo-dian,4.9 stars out of 5,甜點
f5mr,綠巨人水果百匯,/restaurant/f5mr/lu-ju-ren-shui-guo-bai-hui,4.9 stars out of 5,健康餐
t1cn,大掌櫃煎餅鋪,/restaurant/t1cn/da-zhang-gui-jian-bing-pu,4.8 stars out of 5,小吃
rpvc,蘇記食堂,/restaurant/rpvc/su-ji-shi-tang,4.6 stars out of 5,台式
ud7q,在義起義大利麵,/restaurant/ud7q/zai-yi-qi-yi-da-li-mian,4.7 stars out of 5,歐美
d7xs,圓環火雞大王,/restaurant/d7xs/yuan-huan-huo-ji-da-wang,4.7 stars out of 5,台式
fzpq,双十八木 (嘉義民族門市),/restaurant/fzpq/shuang-shi-ba-mu-jia-yi-min-zu-men-shi,4.9 stars out of 5,飲料
vp7m,合家香 在地人灶咖,/restaurant/vp7m/he-jia-xiang-zai-di-ren-zao-ka,4.7 stars out of 5,台式
o2nd,初轉角早午餐,/restaurant/o2nd/chu-zhuan-jiao-zao-wu-can,4.7 stars out of 5,早餐
orz6,京讚奶燉雲吞鍋物,/restaurant/orz6/jing-zan-nai-dun-yun-tun-guo-wu,3 stars out of 5,台式
a1by,微笑炸雞,/restaurant/a1by/wei-xiao-zha-ji-a1by,4.5 stars out of 5,小吃
mz8i,粥魂 (東區和平店),/restaurant/mz8i/zhou-hun-dong-qu-he-ping-dian,4.9 stars out of 5,台式
ryfz,狀元廣東粥(嘉義和平店),/restaurant/ryfz/zhuang-yuan-guang-dong-zhou-jia-yi-he-ping-dian,5 stars out of 5,台式
a7yf,陳聰明沙鍋魚頭美食店,/restaurant/a7yf/chen-cong-ming-sha-guo-yu-tou-mei-shi-dian,3.6 stars out of 5,台式
fhie,哈牛排,/restaurant/fhie/ha-niu-pai,4.7 stars out of 5,台式
fdss,新悦花園酒店 (頤粵軒),/restaurant/fdss/xin-yue-hua-yuan-jiu-dian-yi-yue-xuan-fdss,4.8 stars out of 5,港式
a3al,紅麥田炸雞 (嘉義店),/restaurant/a3al/hong-mai-tian-zha-ji-jia-yi-dian,4.9 stars out of 5,小吃
wm4c,麗佳銅鑼燒,/restaurant/wm4c/li-jia-tong-luo-shao-wm4c,5 stars out of 5,甜點
e818,大河屋 (嘉義遠百店),/restaurant/e818/da-he-wu-jia-yi-yuan-bai-dian,4.7 stars out of 5,日式
goif,麥番樂烤肉 (嘉義民生店),/restaurant/goif/mai-fan-le-kao-rou-jia-yi-min-sheng-dian,4.7 stars out of 5,小吃
z9sa,蔡家手作包子饅頭,/restaurant/z9sa/cai-jia-shou-zuo-bao-zi-man-tou,4.9 stars out of 5,小吃
h18v,川堂讚岐烏龍麵,/restaurant/h18v/chuan-tang-zan-qi-wu-long-mian,2.2 stars out of 5,日式
d17a,蠔之味東石生蠔,/restaurant/d17a/hao-zhi-wei-dong-shi-sheng-hao,4.5 stars out of 5,台式
yjok,鱉大王/野生鱉 (炒飯/麵 海產粥),/restaurant/yjok/bie-da-wang-ye-sheng-bie-chao-fan-mian-hai-chan-zhou,4.6 stars out of 5,台式
tubn,1113暖心小館,/restaurant/tubn/1113nuan-xin-xiao-guan,4.3 stars out of 5,台式
rz2r,岩瘋爆,/restaurant/rz2r/yan-feng-bao,4.7 stars out of 5,台式
ob3s,老地方林家麵館,/restaurant/ob3s/lao-di-fang-lin-jia-mian-guan,4.7 stars out of 5,台式
fvgg,嚮日咖啡Sunward Coffee,/restaurant/fvgg/xiang-ri-ka-pei-sunward-coffee,5 stars out of 5,咖啡
gwxy,小石鍋 (嘉義仁愛店),/restaurant/gwxy/xiao-shi-guo-jia-yi-ren-ai-dian,4.4 stars out of 5,台式
oayx,豬尾巴手作豆花專賣店,/restaurant/oayx/zhu-wei-ba-shou-zuo-dou-hua-zhuan-mai-dian,4.9 stars out of 5,甜點
ojyu,日晴蔬食燉品 (雙園店),/restaurant/ojyu/ri-qing-shu-shi-dun-pin-shuang-yuan-dian,4.9 stars out of 5,台式
a5ew,獅子&貓耳朵,/restaurant/a5ew/shi-zi-andmao-er-duo,4.8 stars out of 5,台式
on92,大呼過癮 (嘉義仁愛店),/restaurant/on92/da-hu-guo-yin-jia-yi-ren-ai-dian,4.8 stars out of 5,台式
rmeo,三佳食堂,/restaurant/rmeo/san-jia-shi-tang,4.9 stars out of 5,健康餐
odhu,先鮮小吃,/restaurant/odhu/xian-xian-xiao-chi,4.1 stars out of 5,台式
bra0,民國塩酥雞,/restaurant/bra0/min-guo-yan-su-ji,4.5 stars out of 5,小吃
a1jx,紅燈籠食堂,/restaurant/a1jx/hong-deng-long-shi-tang,4.6 stars out of 5,台式
l592,6吋盤早午餐 (嘉義仁愛店),/restaurant/l592/6cun-pan-zao-wu-can-jia-yi-ren-ai-dian,4.6 stars out of 5,早餐
o8je,鄭抄手川菜館,/restaurant/o8je/zheng-chao-shou-chuan-cai-guan,4.7 stars out of 5,中式
z3cj,PAPPA䁔心粥麵,/restaurant/z3cj/pappaxin-zhou-mian,4.9 stars out of 5,台式
esh0,嗄嗄叫鐵板燒,/restaurant/esh0/a-a-jiao-tie-ban-shao,4.7 stars out of 5,台式
ct0v,暮暮製所早午餐,/restaurant/ct0v/mu-mu-zhi-suo-zao-wu-can,4.8 stars out of 5,台式
a3nq,活力精緻早餐店,/restaurant/a3nq/huo-li-jing-zhi-zao-can-dian,4 stars out of 5,早餐
ql3g,福芳酒食,/restaurant/ql3g/fu-fang-jiu-shi,4.9 stars out of 5,台式
i2xz,冰滷鴨翅滷味,/restaurant/i2xz/bing-lu-ya-chi-lu-wei,4.7 stars out of 5,小吃
a9vn,阿忠牛肉湯,/restaurant/a9vn/a-zhong-niu-rou-tang,4.7 stars out of 5,台式
xlzk,覓坊 義大利麵  輕食,/restaurant/xlzk/mi-fang-yi-da-li-mian-qing-shi,4.6 stars out of 5,歐美
l3go,上味魯肉飯,/restaurant/l3go/shang-wei-lu-rou-fan,4.7 stars out of 5,台式
h7qq,肯德基蛋塔點心專賣店 (嘉義中興店),/restaurant/h7qq/ken-de-ji-dan-ta-dian-xin-zhuan-mai-dian-jia-yi-zhong-xing-dian,3.7 stars out of 5,甜點
ku4w,阿忠牛肉湯(嘉義二店),/restaurant/ku4w/a-zhong-niu-rou-tang-jia-yi-er-dian,4.4 stars out of 5,台式
clou,黑記東山鴨頭,/restaurant/clou/hei-ji-dong-shan-ya-tou,3.8 stars out of 5,小吃
eqqr,中壢馬祖新村 (嘉義民族店),/restaurant/eqqr/zhong-li-ma-zu-xin-cun-jia-yi-min-zu-dian,未知,甜點
b1po,鼎莊火雞肉飯,/restaurant/b1po/ding-zhuang-huo-ji-rou-fan,4.7 stars out of 5,台式
a9of,小鮮雞鹹水雞 滷味,/restaurant/a9of/xiao-xian-ji-xian-shui-ji-lu-wei,4.7 stars out of 5,小吃
dayf,加顆蛋早午餐 Eplus CAFE’,/restaurant/dayf/jia-ke-dan-zao-wu-can-eplus-cafe,4.6 stars out of 5,早餐
zwih,紅中餐盒,/restaurant/zwih/hong-zhong-can-he,4.7 stars out of 5,台式
z7fy,新生蔬食小館,/restaurant/z7fy/xin-sheng-shu-shi-xiao-guan,4.8 stars out of 5,素食
a0uk,Mr.RAMEN豚骨拉麵店 (嘉義店),/restaurant/a0uk/mr-ramentun-gu-la-mian-dian-jia-yi-dian,4.8 stars out of 5,日式
b9zj,排對-滷素排飯鰻魚羹專賣,/restaurant/b9zj/pai-dui-lu-su-pai-fan-man-yu-geng-zhuan-mai,4.8 stars out of 5,素食
b9gw,許家炸雞腿便當專賣店,/restaurant/b9gw/xu-jia-zha-ji-tui-bian-dang-zhuan-mai-dian,4.3 stars out of 5,台式
a5dp,半畝田北方麵食館,/restaurant/a5dp/ban-mu-tian-bei-fang-mian-shi-guan,4.7 stars out of 5,台式
x9ia,春井小吃店,/restaurant/x9ia/chun-jing-xiao-chi-dian,4.9 stars out of 5,台式
kfiq,圃田禾味早午餐,/restaurant/kfiq/pu-tian-he-wei-zao-wu-can,4.6 stars out of 5,早餐
gyfv,加顆蛋 溫沙拉｜健康餐盒｜輕食,/restaurant/gyfv/jia-ke-dan-wen-sha-la-jian-kang-can-he-qing-shi,4.8 stars out of 5,健康餐
a5ep,螺絲咖啡。茶飲,/restaurant/a5ep/luo-si-ka-pei-cha-yin,4.7 stars out of 5,咖啡
agap,小玉快炒,/restaurant/agap/xiao-yu-kuai-chao,4.4 stars out of 5,台式
c9w5,崇文錦魯麵,/restaurant/c9w5/chong-wen-jin-lu-mian,5 stars out of 5,台式
d3dl,梁社漢排骨 (嘉義仁愛店),/restaurant/d3dl/liang-she-han-pai-gu-jia-yi-ren-ai-dian,4.7 stars out of 5,台式
ckve,二良脆皮烤饅頭 (嘉義仁愛店),/restaurant/ckve/er-liang-cui-pi-kao-man-tou-jia-yi-ren-ai-dian,4.9 stars out of 5,小吃
nhf4,午後屋和風弁当,/restaurant/nhf4/wu-hou-wu-he-feng-bian-dang,4.8 stars out of 5,日式
k1mu,柴哥冰廊x熱壓吐司,/restaurant/k1mu/chai-ge-bing-lang-xre-ya-tu-si,4.8 stars out of 5,小吃
f0sj,三國饌鴛鴦麻辣鍋 (嘉義鼎神店),/restaurant/f0sj/san-guo-zhuan-yuan-yang-ma-la-guo-jia-yi-ding-shen-dian,4.4 stars out of 5,中式
wmiv,元氣食所,/restaurant/wmiv/yuan-qi-shi-suo,4.3 stars out of 5,台式
fuff,嘉義美食百匯,/restaurant/fuff/jia-yi-mei-shi-bai-hui,4.8 stars out of 5,台式
z1tu,小麵店,/restaurant/z1tu/xiao-mian-dian,4.8 stars out of 5,台式
b7of,金古早味雞魯飯(原仁愛路與光彩街口),/restaurant/b7of/jin-gu-zao-wei-ji-lu-fan-yuan-ren-ai-lu-yu-guang-cai-jie-kou,4.7 stars out of 5,台式
a3ni,吃貨小屋-炸饅頭,/restaurant/a3ni/chi-huo-xiao-wu-zha-man-tou,4.7 stars out of 5,甜點
d9ul,食點子麵館,/restaurant/d9ul/shi-dian-zi-mian-guan,4.6 stars out of 5,台式
fezf,多多蔥肉餅,/restaurant/fezf/duo-duo-cong-rou-bing,4.9 stars out of 5,小吃
q1du,麥町吐司工房 (嘉義永安店),/restaurant/q1du/mai-ting-tu-si-gong-fang-jia-yi-yong-an-dian,4.8 stars out of 5,早餐
e9vm,超吉飯桶(嘉義店),/restaurant/e9vm/chao-ji-fan-tong-jia-yi-dian,4.6 stars out of 5,日式
cm2s,甘泉魚麵 (嘉義仁愛店),/restaurant/cm2s/gan-quan-yu-mian-jia-yi-ren-ai-dian,4.7 stars out of 5,台式
nffc,Kakalove Cafe卡卡愛咖啡,/restaurant/nffc/kakalove-cafeqia-qia-ai-ka-pei,4.8 stars out of 5,咖啡
j6e2,巨人麻辣鴨血豆腐,/restaurant/j6e2/ju-ren-ma-la-ya-xie-dou-fu,4.7 stars out of 5,小吃
n86g,Wellove 握飯糰 (嘉義林森店),/restaurant/n86g/wellove-wo-fan-tuan-jia-yi-lin-sen-dian,4.9 stars out of 5,台式
b2dx,蜀山四川烤魚 (嘉義民生店),/restaurant/b2dx/shu-shan-si-chuan-kao-yu-jia-yi-min-sheng-dian,4.8 stars out of 5,中式
ealv,媚子藕粉冰粉,/restaurant/ealv/mei-zi-ou-fen-bing-fen,4.7 stars out of 5,飲料
acl0,老牌涼麵 (嘉義林森店),/restaurant/acl0/lao-pai-liang-mian-jia-yi-lin-sen-dian,4.6 stars out of 5,台式
r6e9,佐私茶 (嘉義體育店),/restaurant/r6e9/zuo-si-cha-jia-yi-ti-yu-dian,4.8 stars out of 5,飲料
swby,大上海香酥雞 (嘉義高鐵大道店),/restaurant/swby/da-shang-hai-xiang-su-ji-jia-yi-gao-tie-da-dao-dian,4.9 stars out of 5,小吃
b7bo,文良師餐廳,/restaurant/b7bo/wen-liang-shi-can-ting,4.5 stars out of 5,台式
zqxi,八棧雞湯 (嘉義仁愛店),/restaurant/zqxi/ba-zhan-ji-tang-jia-yi-ren-ai-dian,4.9 stars out of 5,台式
kp2n,金玉素食,/restaurant/kp2n/jin-yu-su-shi,4.8 stars out of 5,素食
t3yz,巫迦泰式風味,/restaurant/t3yz/wu-jia-tai-shi-feng-wei,4.6 stars out of 5,東南亞
ncpa,新營輝旺牛肉清湯 (嘉義興業店),/restaurant/ncpa/xin-ying-hui-wang-niu-rou-qing-tang-jia-yi-xing-ye-dian,4.7 stars out of 5,台式
j6kc,高鐵大腸麵線,/restaurant/j6kc/gao-tie-da-chang-mian-xian,4.9 stars out of 5,小吃
z0xq,陽光閃閃早午餐,/restaurant/z0xq/yang-guang-shan-shan-zao-wu-can,4.5 stars out of 5,早餐
h3ea,魔王狂爆雞排(民生南店),/restaurant/h3ea/mo-wang-kuang-bao-ji-pai-min-sheng-nan-dian,4.8 stars out of 5,小吃
z5ov,大苑子 (嘉義仁愛店),/restaurant/z5ov/da-yuan-zi-jia-yi-ren-ai-dian,4.9 stars out of 5,飲料
bik9,八石食補雞湯 (嘉義仁愛店),/restaurant/bik9/ba-shi-shi-bu-ji-tang-jia-yi-ren-ai-dian,4.3 stars out of 5,台式
crbh,達美樂Domino's (嘉義博愛信義店),/restaurant/crbh/da-mei-le-dominos-jia-yi-bo-ai-xin-yi-dian,4.8 stars out of 5,歐美
vmas,李凡家,/restaurant/vmas/li-fan-jia,未知,台式
x3cq,奕-手作定食,/restaurant/x3cq/yi-shou-zuo-ding-shi,4.7 stars out of 5,日式
hvq1,嚐芋手工甜品•冰品店 (嘉義仁愛店),/restaurant/hvq1/chang-yu-shou-gong-tian-pin-bing-pin-dian-jia-yi-ren-ai-dian,4.7 stars out of 5,甜點
pn9o,張家 正元祖 胡椒餅,/restaurant/pn9o/zhang-jia-zheng-yuan-zu-hu-jiao-bing,4.9 stars out of 5,小吃
a7hv,迪蜜烘培高鐵店,/restaurant/a7hv/di-mi-hong-pei-gao-tie-dian,4.8 stars out of 5,甜點
z2mf,豬血王子,/restaurant/z2mf/zhu-xie-wang-zi,4.6 stars out of 5,台式
r2ec,上家炒飯炒麵,/restaurant/r2ec/shang-jia-chao-fan-chao-mian,4.6 stars out of 5,台式
g4bx,咔滋起司雞排,/restaurant/g4bx/ka-zi-qi-si-ji-pai,4.7 stars out of 5,小吃
d8ra,熊愛吃鍋燒意麵,/restaurant/d8ra/xiong-ai-chi-guo-shao-yi-mian,4.8 stars out of 5,台式
z0cb,待轉取啃原汁炸雞,/restaurant/z0cb/dai-zhuan-qu-ken-yuan-zhi-zha-ji,4.8 stars out of 5,小吃
lknq,92度半咖啡 (嘉義橘子號),/restaurant/lknq/92du-ban-ka-pei-jia-yi-ju-zi-hao,5 stars out of 5,咖啡
uto6,養生素食,/restaurant/uto6/yang-sheng-su-shi,4.9 stars out of 5,素食
vy4t,野村日式燒肉 (嘉義店),/restaurant/vy4t/ye-cun-ri-shi-shao-rou-jia-yi-dian,4.6 stars out of 5,日式
ari2,冠津烏龍麵 鍋燒,/restaurant/ari2/guan-jin-wu-long-mian-guo-shao,4.8 stars out of 5,台式
ktkl,老牌港式生滾粥,/restaurant/ktkl/lao-pai-gang-shi-sheng-gun-zhou,4.9 stars out of 5,港式
f6vz,玾漢堡早午餐,/restaurant/f6vz/jia-han-bao-zao-wu-can,4.7 stars out of 5,早餐
i8wt,香姐滷肉飯 (嘉義民生店),/restaurant/i8wt/xiang-jie-lu-rou-fan-jia-yi-min-sheng-dian,4.5 stars out of 5,台式
i65t,52食堂,/restaurant/i65t/52shi-tang,4.9 stars out of 5,台式
m8l9,阿滿姨什錦麵,/restaurant/m8l9/a-man-yi-shi-jin-mian-m8l9,4.4 stars out of 5,台式
b7en,周鱔魚料理,/restaurant/b7en/zhou-shan-yu-liao-li,4.8 stars out of 5,台式
h07w,好香香麻辣鴨血臭豆腐,/restaurant/h07w/hao-xiang-xiang-ma-la-ya-xie-chou-dou-fu,4.5 stars out of 5,小吃
sa0y,1113全台首創24小時手搖飲,/restaurant/sa0y/1113quan-tai-shou-chuang-24xiao-shi-shou-yao-yin,4.8 stars out of 5,飲料
rak3,周生炒鱔魚&鴨肉羹&排骨酥,/restaurant/rak3/zhou-sheng-chao-shan-yu-andya-rou-geng-andpai-gu-su,4.6 stars out of 5,台式
lm30,刁四骨湯麻辣燙,/restaurant/lm30/diao-si-gu-tang-ma-la-tang,4.7 stars out of 5,中式
ra99,南田市場宵夜早點,/restaurant/ra99/nan-tian-shi-chang-xiao-ye-zao-dian,4.8 stars out of 5,台式
z2r2,月見町拉麵 (嘉義東義店),/restaurant/z2r2/yue-jian-ting-la-mian-jia-yi-dong-yi-dian-z2r2,4.8 stars out of 5,日式
v98l,胖胖的鍋燒店,/restaurant/v98l/pang-pang-de-guo-shao-dian,4.4 stars out of 5,台式
c4nf,NU PASTA (家樂福嘉義店),/restaurant/c4nf/nu-pasta-jia-le-fu-jia-yi-dian,4.8 stars out of 5,歐美
u4yj,桃城豆花,/restaurant/u4yj/tao-cheng-dou-hua,4.8 stars out of 5,甜點
a8na,薯職人食品商店,/restaurant/a8na/shu-zhi-ren-shi-pin-shang-dian,5 stars out of 5,甜點
bf35,好口福腳庫飯/台印料理,/restaurant/bf35/hao-kou-fu-jiao-ku-fan-tai-yin-liao-li,4.2 stars out of 5,台式
a3xk,泰泰小姐‧手沖泰式奶茶,/restaurant/a3xk/tai-tai-xiao-jie-shou-chong-tai-shi-nai-cha,4.7 stars out of 5,東南亞
bwfu,日船章魚小丸子 (家樂福夜市店),/restaurant/bwfu/ri-chuan-zhang-yu-xiao-wan-zi-jia-le-fu-ye-shi-dian,5 stars out of 5,小吃
bsoa,家玲妹便當(嘉義林森店),/restaurant/bsoa/jia-ling-mei-bian-dang-jia-yi-lin-sen-dian,4.5 stars out of 5,台式
kvuf,北港阿財紅燒牛肉麵,/restaurant/kvuf/bei-gang-a-cai-hong-shao-niu-rou-mian,4.8 stars out of 5,台式
wry7,回香麻辣燙,/restaurant/wry7/hui-xiang-ma-la-tang,4.5 stars out of 5,小吃
srty,東石港蚵仔煎/炒飯(嘉義店),/restaurant/srty/dong-shi-gang-he-zi-jian-chao-fan-jia-yi-dian,4.6 stars out of 5,台式
c9pu,鑫食堂關東煮,/restaurant/c9pu/xin-shi-tang-guan-dong-zhu,4.8 stars out of 5,日式
a7tr,原味食堂關東煮,/restaurant/a7tr/yuan-wei-shi-tang-guan-dong-zhu,4.7 stars out of 5,小吃
pm8e,大九九生魚片,/restaurant/pm8e/da-jiu-jiu-sheng-yu-pian,5 stars out of 5,日式
a2jk,大食館異國石鍋料理專賣店,/restaurant/a2jk/da-shi-guan-yi-guo-shi-guo-liao-li-zhuan-mai-dian,4.8 stars out of 5,韓式
ige9,小楊脆腸 (嘉義嘉樂福夜市店),/restaurant/ige9/xiao-yang-cui-chang-jia-yi-jia-le-fu-ye-shi-dian-ige9,5 stars out of 5,小吃
ozms,大漢蒙古烤肉,/restaurant/ozms/da-han-meng-gu-kao-rou,4.9 stars out of 5,台式
ok4i,集品脆皮臭豆腐,/restaurant/ok4i/ji-pin-cui-pi-chou-dou-fu,4.4 stars out of 5,小吃
ub6z,活力早餐車,/restaurant/ub6z/huo-li-zao-can-che,4.8 stars out of 5,早餐
zkyx,強記燒臘便當店,/restaurant/zkyx/qiang-ji-shao-la-bian-dang-dian,4.8 stars out of 5,港式
o2ax,陶樂樂生活茶飲,/restaurant/o2ax/tao-le-le-sheng-huo-cha-yin,4.8 stars out of 5,飲料
neab,嘉義素嗲,/restaurant/neab/jia-yi-su-dia,4.8 stars out of 5,素食
iwk7,聖善園素食餐廳,/restaurant/iwk7/sheng-shan-yuan-su-shi-can-ting,5 stars out of 5,素食
bugv,Shh！店店,/restaurant/bugv/shh-dian-dian,4.9 stars out of 5,歐美
qvvi,一葉豆花,/restaurant/qvvi/xie-dou-hua,4.6 stars out of 5,甜點
i4tg,三十張燒烤炸物 (嘉義旗艦店),/restaurant/i4tg/san-shi-zhang-shao-kao-zha-wu-jia-yi-qi-jian-dian,4.5 stars out of 5,小吃
wpi7,原味食堂(家樂福夜市店),/restaurant/wpi7/yuan-wei-shi-tang-jia-le-fu-ye-shi-dian,未知,日式
a3ze,就是我包子大王,/restaurant/a3ze/jiu-shi-wo-bao-zi-da-wang,4.7 stars out of 5,台式
fauu,食味堂鍋燒專賣店,/restaurant/fauu/shi-wei-tang-guo-shao-zhuan-mai-dian,5 stars out of 5,台式
e0vf,墨哥網「咖」 Internet Cafeteria,/restaurant/e0vf/mo-ge-wang-ka-internet-cafeteria,4.3 stars out of 5,異國
vb3h,月見町拉麵-義教店,/restaurant/vb3h/yue-jian-ting-la-mian-yi-jiao-dian,未知,日式
p9tv,草民青草茶飲店,/restaurant/p9tv/cao-min-qing-cao-cha-yin-dian-p9tv,4.8 stars out of 5,飲料
mtac,上海路生炒鱔魚,/restaurant/mtac/shang-hai-lu-sheng-chao-shan-yu,3.6 stars out of 5,台式
x25g,臭妹仔滷肉飯,/restaurant/x25g/chou-mei-zi-lu-rou-fan,4.9 stars out of 5,台式
z7dl,高關紅豆餅 (嘉義家樂福),/restaurant/z7dl/gao-guan-hong-dou-bing-jia-yi-jia-le-fu,4.8 stars out of 5,甜點
qv58,珍味燒烤屋,/restaurant/qv58/zhen-wei-shao-kao-wu,4.2 stars out of 5,小吃
dxfc,食六早午餐,/restaurant/dxfc/shi-liu-zao-wu-can,4.8 stars out of 5,早餐
nfod,南田爌肉飯,/restaurant/nfod/nan-tian-kuang-rou-fan,4.9 stars out of 5,台式
d0di,墨哥慢速食,/restaurant/d0di/mo-ge-man-su-shi,4.5 stars out of 5,歐美
dhd0,魚池新語 (嘉義興業店),/restaurant/dhd0/yu-chi-xin-yu-jia-yi-xing-ye-dian-dhd0,5 stars out of 5,飲料
q2vn,午夜快車 (嘉義興業店),/restaurant/q2vn/wu-ye-kuai-che-jia-yi-xing-ye-dian,4.8 stars out of 5,台式
z4lk,晨禾手作烘焙,/restaurant/z4lk/chen-he-shou-zuo-hong-bei,5 stars out of 5,甜點
v4nd,維尼早午餐,/restaurant/v4nd/wei-ni-zao-wu-can,4.9 stars out of 5,早餐
i0ft,禾豐鐵板燒 (家樂福嘉義店),/restaurant/i0ft/he-feng-tie-ban-shao-jia-le-fu-jia-yi-dian,3.6 stars out of 5,台式
